,Question,Answer
1641,"Oh, really? A surprise visit from his boss?","Two ladies at once. What? Why are you looking at me like that? Okay, you heard something. Um, yeah, it's a booze cruise, but it... There's more to the story than that. It..."
1642,"Two ladies at once. What? Why are you looking at me like that? Okay, you heard something. Um, yeah, it's a booze cruise, but it... There's more to the story than that. It...",A booze cruise? What do you mean?
1643,A booze cruise? What do you mean?,"Leadership off-site. Uh, booze cruise is just a rhyme..."
1644,"Oh, cool. Cool. And maybe you could attend tonight and then you could stay over at my house for the night. Awkward. That's... You know what. Brenda, could Jan and I have a moment alone?",Jan said if you asked me that I was supposed to say no.
1645,"Really? You seriously said that? Okay. Brenda, could Jan and I have a moment alone?",Sure...
1646,"What is a sales department? Oscar, what do you think?",I don't know what the categories are of workers on a boat.
1647,"Oh, oh, can I be the first mate?","No, I'm first mate. You're second mate. I'm first mate, as the captain."
1648,How about the anchor?,"Well, the anchor is the only thing that kind of slows the ship down. Toby is the anchor. Oh, God. He, well... [to Brenda] Tell you about Toby later, he's awful."
1649,[Toby running to get on the cruise] Hey! What's wrong with you? You missed the boat.,I got lost.
1650,"Hey, Captain Jack, what kind of fish they got in this lake?","Perch, bass."
1651,Hey. You know what the best way of studying is?,"At home, not on a boat?"
1652,"At home, not on a boat?",Flash cards.
1653,"That is a great way to kill this party. Not on my watch. Let's, uh,... Let's rock. Let's rock some stuff here, okay? [playing badly] Okay... I'm hearing a little too much reverb. [feedback echoing] Can we down the reverb? All right. Follow my lead. [playing Smoke on the Water] Does you guys know that? Take the bass. Take the drums. What?",Do you want me to give it a shot? Just...
1654,Do you want me to give it a shot? Just...,You know what? I don't think it's in...
1655,You know what? I don't think it's in...,I...
1656,"Guys, E, blues. Follow me, okay? [playing well]",Yeah!
1657,"What you say, bitch? You know, you might be right.",You've been to the lake before?
1658,You've been to the lake before?,"Yes, I have. [kisses Pam]"
1659,"Everybody, everybody? There is a toast. Come on...",Yeah! Toast!
1660,"Okay, okay. My turn, my turn. Is this thing on? Uh, I want to congratulate the happy couple. You know, they say that marriage is an institution. And I say, who wants to be in an institution?","That's my line! That's my line, That's... I always say that at weddings. So I'll just think of something else to say. I... [band starts playing]"
1661,"Hey, Jim. You got a hat?",Yeah.
1662,"Oh. Someplace with a pool, then?",[gives Phyllis a look]
1663,"Michael, what's wrong?","I'm hurt, I have hurt myself.  Oh my God!"
1664,"Michael, do you need me to call an ambulance?!","No, I want you to pick me up."
1665,What?,Ok...
1666,What's going on?,"Wait a second, I thought you said that you were hurt."
1667,I'm sorry? Pam.,[exasperated]
1668,What is going on?,I want to come to work.  But I need you to come and pick me up. [Jim lunges across Pam's desk and puts Michael on speakerphone]
1669,"Pam, could you come get me?!","Uh, I have to stay here and answer the phone."
1670,"Ok, could someone come and get me please, Ryan?","Michael, you should stay home and rest."
1671,There's no toilet paper here.  Could Ryan... tell Ryan to bring toilet paper.  Could you tell 'em that?,Can you hop?
1672,Can you hop?,"I tried hopping, Kevin, and I bumped my elbow against the wall and now my elbow has a protruberance."
1673,[panicked] No one wants to pick me up!?,"[silence, Dwight enters the office] What is going on? What is going on?"
1674,"[silence, Dwight enters the office] What is going on? What is going on?","Michael, is, um, sick and he wants one of us to rescue him."
1675,Don't... is that Dwight?  I do not want Dwight.,Hold on Michael! I am coming! Wait there!
1676,"Michael, why don't you call your girlfriend?",I don't have a girlfriend.
1677,"It was all made up.  Just someone come, ok?  Anyone.  Anyone but Dwight.",[sounds of a car crash] What was that...
1678,What was that?! [everyone runs to Michael's office window],Oh!
1679,Is he ok?,"He's still driving... Dwight, you forgot your bumper!"
1680,Hellooo? ... Please don't send Dwight!,"Morning everyone.  Don't freak out. I forbid anybody to freak out.  Clearly, I have had a very serious accident, but I will recover, God willing.  I just want to be treated normally today.  Normal would actually be good, considering the trauma that I've been through."
1681,Did you explain why?,"No, I didn't mention that you cooked your foot."
1682,"So, where are you shipping your foot?",Ha ha ha.  So where are you shipping...
1683,Your foot?,"Thank you.  Pam, messages please?"
1684,"Thank you.  Pam, messages please?",You didn't have any.
1685,And do my job?,"No, your job is being my friend, Pam.  OW! God!"
1686,What?,Sorry.
1687,What?  Part of your duties are to what?,What?
1688,What?,You just said 'part of your duties are to' something.
1689,"Yes, you did.  What is wrong with you?",What is wrong with
1690,Where is my cornbread?,Here you go.
1691,Thank you.  Did you get all dark meat like I like?,Yes. I ordered three full rotisserie chickens worth of all dark meat.
1692,Where are the yams?,They were out of yams.  I got you creamed spinach.
1693,Did you go to the one in Stroudsburg?,Yes.
1694,And they had no yams?,They had no yams.
1695,"Aw, man, is that a Prism Duro-Sport?",You've seen one of these?
1696,You've seen one of these?,"Yeah, they're like an i-Pod only they're better 'cause they're chunkier and more solid."
1697,Really?,"Yeah, I'll write down the address for you.  Only, the only thing is, is that all the songs are in Russian. ... Kidding!"
1698,"Why would they all be...?  Ok, see you later, Pan.",Pan?
1699,Pan?,Pam... PAAAM!?
1700,Pam... PAAAM!?,"Oh, God."
1701,"Pam, please?  I have Country Crock.",No.
1702,Really?,Yeah. Throw it.  I promise it won't break.  Chuck it. [Pam throws her mp3 player]
1703,What?!,"No, it's fine.  I told you it wouldn't break.  You could throw it all day long."
1704,"No, nope, no one is helping me out at all Mom.  No, I'm not gonna call Jan.  She'd just worry... drive down here and make a big thing... Who told you that?  No, it was mutual.  What is Pam doing chatting with you?",Huh. Do you like candy?
1705,Huh. Do you like candy?,It's alright.
1706,What is wrong with you? [Dwight pats Angela on the rear and runs away laughing],Hey!
1707,"What, what happened?",I fell off the toilet.  I'm caught between the toilet and the wall.
1708,What do you need?,"Ugh, not you.  Someone else.  Get Pam."
1709,"No.  Can't, can't you just get up yourself?  I... You only grilled your foot.","Ugh, forget it.  I'll just get up myself.  No!  Uh, aaaahhh!  Ah!  Oh God!"
1710,Do you think Dwight's bein' a little weird today?,"No, he's actually been really nice and helpful."
1711,And that isn't weird?,Wow...
1712,"Can I have everyone's attention please?  Phyllis, Oscar, Ryan, who's supposed to be dead, can I ask you all a question?  Do you all know what it's like to be disabled?  Oscar?","Um, I had scoliosis as a girl."
1713,"Wuh, how, how old are you? Look, the point is, I am the only one here who has a legitimate disability, although I'm sure Stanley has had his fair share of obstacles.",I'm not disabled and neither are you.
1714,"Ok, [lifts up cooked foot] what does this look like to you Stanley?!","Mailboxes, Etc."
1715,[looking up at Creed] Dad?,"While we are waiting for our special guest to arrive, I wanted you all to take a look at a few of the many, many disabled icons who have contributed so much to our society."
1716,"Quick question: uh, why is Tom Hanks on the wall?",Twice.
1717,"He grew into a man overnight.  Rare disability, still works. [sigh] A crossword puzzle Stanley, seriously, are you learning nothing here?",Uh hmmmm... .
1718,What you mean uh hmmm... ?,I mean I'm learning nothing.
1719,But it's hard for you! Right? Because you're in a wheelchair.,"No, I just have a lot of properties to manage."
1720,"Let me ask you something, how long does it take for you to do something simple, every day, like brush your teeth in the morning?","I don't know, like 30 seconds?"
1721,"I don't know, like 30 seconds?","Oh my God, that's three times as long as it takes me."
1722,How did you get in your wheelchair?,"This morning?  Just like every other morning, just climbed on in. [Everyone laughs]"
1723,"This morning?  Just like every other morning, just climbed on in. [Everyone laughs]","Hey, hey, hey, not funny! Not funny."
1724,"Well they notice it.  Don't you?  You notice it.  It's the first thing you saw when he rolled in here, isn't it?",I want to clamp Michael's face in a George Foreman grill.
1725,"First is parking.  You can't block the freight entrance with your car, even if your blinkers are on.  Does anybody have any questions? [to Dwight, whose arms is raised]  Yes. Yeah? yes...","Dwight, you have your hand up."
1726,"Ignore him.  You know what?  We're not that different, you and I.  When I clamped my foot into a non-stick...",You know what Michael?
1727,You know what Michael?,Yeah...
1728,Did you see Born on the Fourth of July?  I was under the impression that Billy would be more like that guy.,What's wrong with that guy?
1729,What's wrong with that guy?,You mean today?  He stepped on a George Foremen grill and he burned his foot.
