,Question,Answer
1797,Looks real enough to me. Real enough to buy a ship?,"Aye, a small ship."
1798,Is this goat?,It's moose. People shouldn't live anywhere you need to burn shit to keep warm.
1799,Three blasts?,Run!
1800,Brother?,Did you send the ravens?
1801,Did you send the ravens?,"Tarly, look at me. Did you send the ravens?"
1802,"Tarly, look at me. Did you send the ravens?","That was your job. Your only job. We need to get back to the Wall. It's a long march. We know what's out there, but we have to make it, have to warn them or before winter's done, everyone you've ever known will be dead."
1803,"First time you've seen a giant, Jon Snow?","Well, don't stare too long. They're shy. When they stop being shy, they get angry. And when they're angry, I've seen them pound a man straight into the ground like a hammer on a nail."
1804,"When I'm free, will I be free to go?","Sure, you will."
1805,What happened to their fathers?,"Some of them were killed by crows like you. Don't look so grim, Jon Snow. If Mance Rayder likes you, you'll live another day. And if he don't..."
1806,What do we want with a baby crow?,This baby killed Qhorin Halfhand. He wants to be one of us.
1807,"Plenty of little men tried to put their swords through my heart. And there's plenty of little skeletons buried in the woods. What's your name, boy?",Jon Snow.
1808,"Your Grace? Did you hear that? From now on, you'd better kneel every time I fart.","Stand, boy. We don't kneel for anyone beyond the Wall."
1809,"The girl likes you. You like her back, Snow? That why you want to join us?","Don't panic, boy. This isn't the damned Night's Watch where we make you swear off girls."
1810,He was my brother once. Back when he had a whole hand. What were you doing with him?,The Lord Commander sent me to the Halfhand for seasoning.
1811,Why?,He wants me to lead one day.
1812,"Why do you want to join us, Jon Snow?",I want to be free.
1813,"No, I don't think so. I think what you want most of all is to be a hero. I'll ask you one last time ... why do you want to join us?",We stopped at Craster's Keep on the way north. I saw...
1814,You saw what?,I saw Craster take his own baby boy and leave it in the woods. I saw what took it.
1815,You're telling me you saw one of them? And why would that make you desert your brothers?,"Because when I told the Lord Commander, he already knew. Thousands of years ago, the First Men battled the White Walkers and defeated them. I want to fight for the side that fights for the living. Did I come to the right place?"
1816,"Because when I told the Lord Commander, he already knew. Thousands of years ago, the First Men battled the White Walkers and defeated them. I want to fight for the side that fights for the living. Did I come to the right place?",We'll need to find you a new cloak.
1817,What if you took off that bit there?,Don't you want to leave something to the imagination?
1818,Don't you want to leave something to the imagination?,"Trouble is, I've never had much imagination."
1819,Pod?,It's your sister. The queen.
1820,What are they doing here?,"Protecting me, I assume. Will you let me in?"
1821,"Protecting me, I assume. Will you let me in?","No, I don't think so."
1822,"If I wanted to kill you, do you think I'd let a wooden door stop me?",They stay outside.
1823,Why are you here?,"I wanted to see your face. They said you'd lost your nose, but it's not as gruesome as all that."
1824,No? Curious. Bit of a comedown from chamber of the Hand. But then I don't suppose you need much room.,Grand Maester Pycelle made the same joke. You must be proud to be as funny as a man whose balls brush his knees.
1825,You're meeting Father today?,How do you know that?
1826,How do you know that?,Because I have hundreds of spies in my employ. The Master of Whisperers owes me a favor or two. Father told me. What do you want from him?
1827,Because I have hundreds of spies in my employ. The Master of Whisperers owes me a favor or two. Father told me. What do you want from him?,"What do I want from him? He's my father. Do I need to want something? I'm sure he loves me dearly, as any father loves his child, his baby boy. Yet he hasn't come to visit once since arriving in King's Landing. I lay here, my face split in half, but Father never came."
1828,"What do I want from him? He's my father. Do I need to want something? I'm sure he loves me dearly, as any father loves his child, his baby boy. Yet he hasn't come to visit once since arriving in King's Landing. I lay here, my face split in half, but Father never came.",You're going to make me cry.
1829,Why do you care what I want from him?,Because you've slandered me to Father before.
1830,Slandered? When?,You told him I had my guards beat that servant girl at Casterly Rock.
1831,And what's this truth you plan on telling him today?,Why are you so nervous about what I'm going to say to Father?
1832,Why are you so nervous about what I'm going to say to Father?,"Because you're a liar. I expect you'll tell lies about me, about Joffrey."
1833,Any lies in particular?,"You're a clever man, but you're not half as clever as you think you are."
1834,Do you grow bored protecting me?,I grow poor protecting you.
1835,"Poor? Poor? Under my patronage you've become a knight, you've served as Commander of the City Watch.",Briefly.
1836,How much?,Double.
1837,Double?,I'm a knight now. Knights are worth double.
1838,Who are you?,I was in the battle at Blackwater. I was a captain and a knight.
1839,"Aye, ser, and serving which king?",The one true king of Westeros... Stannis Baratheon.
1840,I thought you were dead. Everyone thought you were dead. And your son?,He may have swam ashore as you did.
1841,"If I was a good father, he'd still be here. Stannis lives?",He licks his wounds at Dragonstone.
1842,Will you take me there?,There is nothing for me at Dragonstone.
1843,What?,They built a great fire when Stannis returned. All those who spoke against her she called servants of darkness. They say she sang to them as they burned.
1844,Will it? They rot in the ground while their killer runs free.,The Kingslayer won't remain free for long. My best hunters are after him.
1845,A Mallister?,Ser Jeremy. My father's bannerman.
1846,"What's your name, friend?",Qyburn.
1847,Lucky?,The badge looks good on you. Almost as good as it looked on me. Are you enjoying your new position?
1848,The badge looks good on you. Almost as good as it looked on me. Are you enjoying your new position?,Am I enjoying it?
1849,Am I enjoying it?,I was very happy as Hand of the King.
1850,"What do you want, Tyrion?",Why does everyone assume I want something? Can't I simply visit with my beloved father? My beloved father who somehow forgot to visit his wounded son after he fell on the battlefield.
1851,Why does everyone assume I want something? Can't I simply visit with my beloved father? My beloved father who somehow forgot to visit his wounded son after he fell on the battlefield.,Maester Pycelle assured me your wounds were not fatal.
1852,"I organized the defense of this city while you held court in the ruins of Harrenhal. I led the foray when the enemies were at the gate while your grandson, the king, quivered in fear behind the walls. I bled in the mud for our family. And as my reward, I was trundled off to some dark little cell. But what do I want? A little bloody gratitude would be a start.","Jugglers and singers require applause. You are a Lannister. Do you think I demanded a garland of roses every time I suffered a wound on a battlefield? Hmm? Now, I have seven kingdoms to look after and three of them are in open rebellion. So tell me what you want."
