,Question,Answer
2476,Then how did you find the place?,"We'll I knew the exit on the Long Island Expressway, and I thought that the address was 8713 Riviera Drive. Uh uh, so I drove around knocking on everybody's doors that had those numbers; 8317 7813 3718 1837 whoo. Finally, I hit it. 8173."
2477,Who is it?,Mr. Pocatello.
2478,Who?,You mean you don't recognize my voice?
2479,You mean you don't recognize my voice?,"Jerry, baby!"
2480,Do I know you?,Boy this comedy's really frying your brain.
2481,You certainly are. What's going on?,"I'm just waiting for a lift back to the island, he won't be ready until eleven, so I figured I'd give you a break. I thought I'd see what it was like to hang out with someone in show business."
2482,What come on? Have you ever dated a woman that worked in your office?,I've never had a job.
2483,"You know the anxiety you feel on a date? That's what I have every day now. My worst nightmare's come true, every day is a date.","That's one of Dante's nine stages of he'll, isn't it?"
2484,"That's one of Dante's nine stages of he'll, isn't it?","Ava was one of the reasons I used to like going to work, she was a friend. Now we sleep together and suddenly, I don't know how to talk to her. Every time I go to the bathroom I pass her desk. I have to plan little patter. I spend half my day writing. Then afterwards, I sit in my office and analyze how it went. If it was a good conversation, I don't go to the bathroom for the rest of the day. I see her laughing and talking with other people, they're all so loose and relaxed, I think, 'that used to be me. I want to go back there again.'"
2485,What are you gonna do?,"I have no choice, I'm quitting."
2486,"The party, Long Island?","Kramer, right?"
2487,"Kramer, right?","Hey, what are you doing here?"
2488,"Hey, what are you doing here?",I'm waiting for my ride.
2489,Where's Jerry?,"He split. Let me ask you something. Is there anything to drink in here or is that, like, a stupid question?"
2490,"He split. Let me ask you something. Is there anything to drink in here or is that, like, a stupid question?","Well, Jerry, he doesn't have anything. Well, but I might have something."
2491,How much is that?,Nine sixty.
2492,Nine sixty? Give it to me.,Why?
2493,Why?,"Don't worry, I got it."
2494,"What do you mean, you got it?",I got it.
2495,"Since when are you treating me to medicine? What are you doing? You're stealing this, aren't you?",I'm not stealing it. They owe me ten dollars. They stole from me.
2496,What do you say to a person like you?,Just walk.
2497,Scuse me. What do you got there?,What?
2498,What?,What do you got in your shirt?
2499,What do you got in your shirt?,"Oh, I was gonna pay for this."
2500,Where are you taking me? I was gonna pay for it.,um-hmm.
2501,You don't think I remember you?,What are you talking about?
2502,What are you talking about?,"I know who you are, I was watching you."
2503,What are you gonna do? Are you gonna call the police?,Can I still buy this or is this evidence now?
2504,Can I still buy this or is this evidence now?,"So, I'm chasing these doves down the street and she's screaming at the top of her lungs, and then when the magician comes back from Europe, two of them turned brown! We'll I followed the instructions!"
2505,"Ah, they turned brown!! Brown!!  So let me ask you something, you know any women we could call?",Not really.
2506,"Hey, you want in on this?","No, I got a girl in the next building"
2507,What the he'll?,"Jerry, this is Patti."
2508,What the he'll is going on here?,"I don't know, but I gotta do this more often. Ooh, there's my ride, finally."
2509,"Oh, Kramer huh?","Yeah, he's a hoot. Oh, goodbye, my dear. Ouch. Weekend of the 26th, come on out, we're having another party."
2510,Patti?,You got anything to drink?
2511,You got anything to drink?,"Alright, how much does he owe you?"
2512,"Alright, how much does he owe you?",Fifty dollars.
2513,This your apartment?,"Yeah, but--"
2514,I brought you chicken soup. Is that real fur?,Oh boy.
2515,You had Sgt. Chadway? Me too.,He was a nice guy.
2516,Was there a red-headed guy there?,The one with the long sideburns?
2517,The one with the long sideburns?,Yeah.
2518,Where does he come off?,"Yeah, I know. There's no call for that kind of attitude."
2519,Do you believe this? The car was parked right out front.,Was the alarm on?
2520,Was the alarm on?,"I don't know, I guess it was on. I don't know my alarm sound; I'm not tuned in to it like it's my son."
2521,"I don't understand, how do these thieves start the car?",They cross the wires or something.
2522,Cross the wires? I can't even make a pot of spaghetti.,They stole my car.
2523,Who did?,They did.
2524,Was it more than just one?,"What should I do, should I call the police?"
2525,"What should I do, should I call the police?",What are they gonna do?
2526,What are they gonna do?,"I'd better call the car phone company, cancel my service."
2527,Are you serious?,"Yeah, go ahead, call."
2528,What do I say if he picks up?,Hello?
2529,Hello?,Hello? Is this 555-8383?
2530,Hello? Is this 555-8383?,I have no idea.
2531,Can I ask you a question?,Sure.
2532,Did you steal my car?,Yes I did.
2533,You did?!,I did.
2534,What are you gonna do with it?,"I dunno, drive around."
2535,Then can I have it back?,"Mmmm, nah, I'm gonna keep it."
2536,Hello?,"Yeah, who's this?"
2537,"Yeah, who's this?",Kramer.
2538,"Wait, hold on... Brown ones?","Yeah. Listen, could you mail those to me? Or bring them by my building, it's 129 West 81st St."
2539,"Yeah. Listen, could you mail those to me? Or bring them by my building, it's 129 West 81st St.","One-two-nine, okay."
2540,Gloves. Hello?,Jerry?
2541,Jerry?,"Yeah, let me ask you a question. How do you cross those wires?"
2542,"Yeah, let me ask you a question. How do you cross those wires?","I didn't cross any wires, the keys we're in it."
2543,"Jerry, when's the last time you had a tune-up? Because I can't find the--",Sid left the keys in the car.
2544,Who's Sid?,"He's this guy in the neighborhood, parks cars on the block."
2545,What do you mean?,He moves them from one side of the street to the other so you don't get a ticket.
2546,"What, do you pay him for that?","Yeah, like fifty bucks a month."
2547,How many people does he do that for?,"The whole block, forty, fifty cars."
2548,"He only works three hours a day. He makes a fortune. Course he's been doing that for years, right Jerry?",Could anybody do that?
2549,Could anybody do that?,"Hey Sid, what happened?"
2550,"Hey Sid, what happened?","I'm sorry, Jerry. Maybe I'm getting too old for this stuff."
2551,You left the keys in the car?,"Well, you know they're making that Woody Allen movie in the block, and all those people and trucks everywhere, when I saw him I must have got a little distracted."
2552,You know I'm in that movie?,You are?
2553,You are?,"Yeah, I'm an extra."
2554,How'd you get that?,"Well, I was just watching them film yesterday and some guy just asked me."
2555,Right out of the clear blue sky?,Clear blue sky!
2556,"Well, why didn't they ask me?",I got a quality.
2557,"Jerry, you got insurance, right?","Yeah, but no car. I'll have to rent one."
2558,This Wednesday?,"No, next Wednesday, week after this Wednesday."
2559,"Sid, who's gonna move the cars while you're away?","Whoever wants to move them, why do I care who moves them? They can move themselves if they want."
2560,"Whoever wants to move them, why do I care who moves them? They can move themselves if they want.",Maybe I could move them until you get back.
2561,What's a young man like you want to move cars for? You don't work?,I'm in a transition phase right now.
2562,"Hello? Yeah, the defroster's the one on the bottom, just slide it all the way over. You're welcome.","I'm in awe of his intellect, when he talks it sounds like he's reading from one of his novels."
2563,What's that?,He's sixty-six years old.
2564,Can I help you? Name please?,"Seinfeld. I made a reservation for a mid-size, and she's a small. I'm kidding around, of course."
2565,Sixty-six years old?,"Yeah, we'll, he's in perfect health. He works out, he's vibrant. You'd really like him."
2566,"Why do people always say that? I hate everyone, why would I like him?","What do you think, would you go out with a sixty-six year old woman?"
2567,"What do you think, would you go out with a sixty-six year old woman?","Well, I'll tell you, she would have to be really vibrant. So vibrant, she'd be spinning."
2568,"I don't understand, I made a reservation, do you have my reservation?","Yes, we do, unfortunately we ran out of cars."
2569,"Uh, here we go. The supervisor. You know what she's saying over there?",What?
2570,What?,"Hey Marge, you see those two people over there? They think I'm talking to you, so you pretend like you're talking to me, okay now you start talking."
2571,"Hey Marge, you see those two people over there? They think I'm talking to you, so you pretend like you're talking to me, okay now you start talking.","Oh, you mean like this? So it looks like I'm saying something but I'm not really saying anything at all?"
2572,"Oh, you mean like this? So it looks like I'm saying something but I'm not really saying anything at all?",Now you say something else and they won't yell at me ''cause they thought I was checking with you.
2573,Alright. We have a blue Ford Escort for you Mr. Seinfeld. Would you like insurance?,"Yeah, you better give me the insurance, because I am gonna beat the he'll out of this car."
2574,"What do you think, you think I'm making a big mistake?","Hey, if you enjoy being with him, that's what's important."
